age,job,marital,education,default,housing,loan,duration,voicemail,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
46,services,married,professional.course,no,no,no,75,yes,1.4,94.465,-41.8,4.961,5228.1,no
54,technician,married,basic.4y,no,no,no,120,no,1.1,93.994,-36.4,4.857,5191,no
30,technician,single,university.degree,no,no,no,78,no,-0.1,93.2,-42,4.076,5195.8,no
40,self-employed,married,unknown,unknown,no,no,143,no,1.4,93.918,-42.7,4.962,5228.1,no
45,services,married,high.school,no,yes,no,68,yes,1.4,93.918,-42.7,4.961,5228.1,no
45,unemployed,married,basic.4y,no,yes,yes,264,yes,1.4,94.465,-41.8,4.967,5228.1,no
55,retired,married,high.school,no,yes,no,136,no,-2.9,92.963,-40.8,1.268,5076.2,no
30,admin.,married,university.degree,unknown,no,no,313,yes,1.4,93.444,-36.1,4.963,5228.1,no
82,housemaid,divorced,basic.4y,no,no,no,316,no,-1.7,94.215,-40.3,0.881,4991.6,yes
55,unknown,married,basic.4y,no,yes,no,1298,yes,1.4,93.918,-42.7,4.962,5228.1,yes
39,entrepreneur,married,basic.9y,no,no,no,157,no,1.1,93.994,-36.4,4.857,5191,no
46,technician,married,basic.9y,no,yes,no,1135,yes,1.1,93.994,-36.4,4.859,5191,no
33,blue-collar,single,basic.4y,no,no,no,60,yes,-0.1,93.2,-42,4.021,5195.8,no
39,admin.,single,unknown,no,no,no,188,no,-0.1,93.2,-42,4.021,5195.8,no
37,blue-collar,married,basic.4y,unknown,yes,no,97,no,1.4,93.918,-42.7,4.957,5228.1,no
28,technician,single,professional.course,no,yes,no,78,no,-2.9,92.201,-31.4,0.851,5076.2,yes
41,technician,divorced,university.degree,no,yes,yes,116,no,1.4,93.444,-36.1,4.966,5228.1,no
39,admin.,married,university.degree,no,no,no,160,yes,1.1,93.994,-36.4,4.857,5191,no
27,blue-collar,married,basic.4y,no,yes,no,51,yes,1.1,93.994,-36.4,4.857,5191,no
39,housemaid,married,basic.9y,no,yes,yes,272,no,-0.1,93.2,-42,4.191,5195.8,no
46,technician,married,professional.course,no,yes,no,61,yes,-0.1,93.2,-42,4.191,5195.8,no
38,technician,married,professional.course,no,no,no,119,no,-1.8,92.843,-50,1.757,5099.1,no
54,technician,single,high.school,no,yes,no,32,yes,-0.1,93.2,-42,4.021,5195.8,no
25,admin.,single,basic.9y,no,no,no,18,yes,1.4,93.918,-42.7,4.968,5228.1,no
37,admin.,married,university.degree,no,no,yes,206,no,-3,92.713,-33,0.706,5023.5,yes
28,self-employed,single,basic.9y,no,no,no,125,yes,1.1,93.994,-36.4,4.856,5191,no
53,blue-collar,married,basic.4y,unknown,yes,no,446,no,1.4,93.444,-36.1,4.968,5228.1,no
58,blue-collar,married,basic.4y,unknown,yes,no,451,yes,-1.8,92.893,-46.2,1.291,5099.1,no
31,admin.,single,high.school,no,no,no,132,unknown,1.1,93.994,-36.4,4.86,5191,no
42,services,married,high.school,no,yes,no,174,no,1.4,94.465,-41.8,4.967,5228.1,no
37,blue-collar,married,professional.course,no,yes,no,340,yes,1.4,93.918,-42.7,4.962,5228.1,no
37,self-employed,divorced,university.degree,no,no,no,143,yes,-1.8,92.893,-46.2,1.334,5099.1,no
24,blue-collar,single,basic.9y,no,yes,no,61,no,-1.8,92.893,-46.2,1.244,5099.1,no
33,technician,married,professional.course,no,yes,no,9,no,1.4,93.918,-42.7,4.96,5228.1,no
59,technician,married,professional.course,no,yes,no,1438,no,1.1,93.994,-36.4,4.857,5191,no
60,retired,married,basic.4y,no,no,no,82,no,-3.4,92.431,-26.9,0.739,5017.5,no
31,admin.,married,university.degree,no,no,no,209,no,1.4,93.444,-36.1,4.964,5228.1,no
38,technician,married,professional.course,no,no,no,101,yes,1.1,93.994,-36.4,4.856,5191,no
35,unknown,single,high.school,unknown,yes,no,277,yes,1.4,93.918,-42.7,4.958,5228.1,no
26,admin.,single,university.degree,no,no,no,1087,no,-1.7,94.027,-38.3,0.904,4991.6,yes
52,retired,married,university.degree,no,no,no,147,yes,-0.1,93.2,-42,4.191,5195.8,no
35,blue-collar,married,basic.9y,no,no,yes,782,yes,1.4,94.465,-41.8,4.961,5228.1,no
42,admin.,divorced,university.degree,no,no,no,232,no,1.1,93.994,-36.4,4.856,5191,no
46,unemployed,divorced,basic.9y,no,yes,no,231,yes,1.4,94.465,-41.8,4.864,5228.1,no
40,technician,married,professional.course,no,no,no,92,yes,1.4,94.465,-41.8,4.96,5228.1,no
58,admin.,married,university.degree,no,no,no,129,no,1.4,93.444,-36.1,4.965,5228.1,no
52,blue-collar,married,basic.4y,no,yes,no,156,yes,1.4,93.918,-42.7,4.968,5228.1,no
30,admin.,divorced,university.degree,no,no,yes,198,yes,-0.1,93.2,-42,4.153,5195.8,no
44,blue-collar,married,basic.9y,no,no,no,135,yes,1.4,93.444,-36.1,4.97,5228.1,no
53,services,married,high.school,unknown,yes,no,107,yes,1.1,93.994,-36.4,4.857,5191,no
30,management,single,university.degree,no,no,no,27,yes,1.4,94.465,-41.8,4.866,5228.1,no
43,blue-collar,married,basic.6y,no,no,no,272,yes,1.4,93.918,-42.7,4.962,5228.1,no
39,services,single,high.school,no,yes,no,308,yes,-1.7,94.027,-38.3,0.898,4991.6,yes
43,management,married,basic.9y,no,yes,no,180,yes,-2.9,92.201,-31.4,0.869,5076.2,no
57,blue-collar,divorced,basic.4y,unknown,yes,no,47,no,1.1,93.994,-36.4,4.856,5191,no
37,admin.,single,university.degree,no,no,no,416,no,-3.4,92.431,-26.9,0.72,5017.5,yes
32,technician,married,university.degree,no,no,no,137,no,1.4,93.444,-36.1,4.968,5228.1,no
40,admin.,single,professional.course,no,yes,no,43,no,-1.8,92.893,-46.2,1.344,5099.1,no
41,blue-collar,single,unknown,unknown,no,no,780,yes,1.4,94.465,-41.8,4.947,5228.1,no
46,technician,divorced,university.degree,no,no,no,1288,yes,1.4,94.465,-41.8,4.967,5228.1,no
33,services,single,high.school,no,yes,no,367,yes,-1.8,92.893,-46.2,1.266,5099.1,no
49,management,divorced,university.degree,no,no,no,170,yes,1.1,93.994,-36.4,4.864,5191,no
52,management,married,high.school,no,no,no,408,yes,-2.9,92.201,-31.4,0.883,5076.2,yes
31,admin.,single,university.degree,no,yes,no,244,yes,-1.8,92.893,-46.2,1.354,5099.1,no
32,blue-collar,married,basic.9y,no,yes,no,261,no,1.4,94.465,-41.8,4.959,5228.1,no
37,admin.,single,university.degree,no,no,no,125,no,1.4,93.444,-36.1,4.964,5228.1,no
45,housemaid,married,basic.4y,no,no,no,76,no,1.4,93.444,-36.1,4.963,5228.1,no
39,blue-collar,divorced,basic.6y,unknown,yes,yes,32,yes,1.1,93.994,-36.4,4.856,5191,no
28,blue-collar,single,basic.9y,no,no,no,489,yes,1.1,93.994,-36.4,4.859,5191,no
45,blue-collar,divorced,basic.4y,unknown,yes,no,168,no,1.4,93.918,-42.7,4.957,5228.1,no
33,admin.,married,university.degree,unknown,yes,no,386,yes,-0.1,93.2,-42,4.076,5195.8,no
37,technician,married,professional.course,no,yes,no,834,yes,1.1,93.994,-36.4,4.855,5191,no
34,entrepreneur,single,university.degree,no,yes,no,87,yes,-1.8,92.893,-46.2,1.266,5099.1,no
39,services,married,basic.9y,no,yes,no,322,yes,1.1,93.994,-36.4,4.856,5191,no
31,admin.,single,university.degree,no,yes,yes,115,unknown,-2.9,92.201,-31.4,0.883,5076.2,no
41,management,married,high.school,no,yes,no,180,no,-1.8,92.893,-46.2,1.244,5099.1,no
55,admin.,married,high.school,no,no,no,317,yes,-1.1,94.601,-49.5,0.977,4963.6,no
49,blue-collar,married,basic.9y,no,no,no,135,yes,-1.8,92.893,-46.2,1.266,5099.1,no
36,admin.,divorced,university.degree,unknown,yes,no,187,no,1.4,93.918,-42.7,4.963,5228.1,no
26,admin.,married,high.school,no,no,no,120,no,1.4,94.465,-41.8,4.947,5228.1,no
46,admin.,married,university.degree,unknown,no,no,55,yes,1.4,93.444,-36.1,4.965,5228.1,no
38,management,divorced,university.degree,no,yes,no,543,yes,1.4,93.918,-42.7,4.961,5228.1,no
40,blue-collar,married,basic.9y,unknown,yes,no,504,no,1.4,93.918,-42.7,4.962,5228.1,no
38,admin.,married,university.degree,no,yes,no,47,no,1.1,93.994,-36.4,4.857,5191,no
49,housemaid,married,professional.course,no,yes,no,351,yes,1.4,93.918,-42.7,4.963,5228.1,no
51,technician,married,professional.course,no,yes,yes,246,no,1.4,93.444,-36.1,4.963,5228.1,no
41,services,divorced,basic.9y,no,yes,no,163,no,1.4,94.465,-41.8,4.866,5228.1,no
42,blue-collar,married,basic.9y,unknown,yes,no,326,no,1.1,93.994,-36.4,4.857,5191,no
32,services,married,high.school,no,no,no,175,yes,1.1,93.994,-36.4,4.855,5191,no
37,technician,single,professional.course,unknown,unknown,unknown,51,yes,1.4,94.465,-41.8,4.865,5228.1,no
46,services,married,high.school,no,yes,no,183,yes,1.4,93.444,-36.1,4.965,5228.1,no
33,technician,divorced,professional.course,no,no,no,85,yes,1.1,93.994,-36.4,4.859,5191,no
68,retired,divorced,professional.course,no,yes,no,418,yes,-3.4,92.431,-26.9,0.728,5017.5,yes
41,blue-collar,married,basic.9y,no,yes,no,69,no,-1.8,93.075,-47.1,1.405,5099.1,no
32,admin.,single,university.degree,no,yes,no,460,yes,1.4,93.444,-36.1,4.966,5228.1,no
29,admin.,single,university.degree,no,no,no,245,no,-1.8,92.893,-46.2,1.344,5099.1,no
36,admin.,married,university.degree,no,yes,no,196,yes,-1.8,93.876,-40,0.697,5008.7,yes
37,admin.,single,university.degree,no,yes,no,212,yes,1.4,93.444,-36.1,4.964,5228.1,no
57,technician,married,high.school,unknown,no,no,784,yes,1.4,93.444,-36.1,4.966,5228.1,yes
40,blue-collar,single,basic.6y,unknown,no,no,201,yes,1.1,93.994,-36.4,4.855,5191,no
36,admin.,married,university.degree,no,no,no,147,yes,1.4,93.444,-36.1,4.97,5228.1,no
33,unemployed,divorced,professional.course,no,yes,no,151,no,1.4,93.444,-36.1,4.963,5228.1,no
53,management,married,university.degree,no,yes,yes,81,yes,1.4,93.444,-36.1,4.963,5228.1,no
56,management,married,university.degree,no,yes,no,90,yes,1.4,93.918,-42.7,4.961,5228.1,no
33,management,married,professional.course,no,no,no,578,no,-1.8,92.893,-46.2,1.266,5099.1,yes
48,admin.,divorced,basic.9y,no,no,no,1424,no,1.4,93.918,-42.7,4.961,5228.1,yes
38,self-employed,married,university.degree,unknown,no,no,96,yes,1.4,94.465,-41.8,4.961,5228.1,no
22,student,single,high.school,no,no,no,53,no,-2.9,92.201,-31.4,0.873,5076.2,no
50,admin.,divorced,university.degree,no,yes,no,23,no,1.4,93.444,-36.1,4.965,5228.1,no
58,retired,married,professional.course,no,no,no,577,yes,-0.1,93.2,-42,4.12,5195.8,no
56,retired,married,professional.course,no,yes,no,202,no,1.4,93.444,-36.1,4.965,5228.1,no
53,self-employed,divorced,university.degree,no,no,no,397,no,1.4,93.918,-42.7,4.96,5228.1,no
41,admin.,married,university.degree,unknown,yes,no,114,no,-1.8,92.893,-46.2,1.313,5099.1,no
80,retired,divorced,basic.4y,no,no,yes,720,yes,-3,92.713,-33,0.718,5023.5,no
50,management,married,university.degree,no,yes,no,198,yes,-1.8,93.075,-47.1,1.405,5099.1,no
33,services,single,high.school,no,yes,no,789,no,1.1,93.994,-36.4,4.855,5191,no
29,technician,single,university.degree,no,no,yes,57,yes,-0.1,93.2,-42,4.076,5195.8,no
45,self-employed,single,basic.9y,no,yes,no,156,no,-1.8,93.075,-47.1,1.405,5099.1,no
22,blue-collar,single,basic.6y,unknown,unknown,unknown,270,yes,1.1,93.994,-36.4,4.856,5191,no
34,admin.,divorced,university.degree,no,yes,no,25,no,-1.8,92.893,-46.2,1.291,5099.1,no
35,admin.,married,university.degree,no,yes,no,690,yes,-0.1,93.2,-42,4.191,5195.8,no
46,admin.,single,high.school,no,no,no,329,yes,-1.7,94.027,-38.3,0.904,4991.6,no
47,blue-collar,married,unknown,unknown,yes,no,227,no,1.4,93.444,-36.1,4.964,5228.1,no
33,admin.,single,high.school,no,yes,no,195,no,1.4,93.444,-36.1,4.963,5228.1,no
51,admin.,married,university.degree,no,no,no,104,no,-0.1,93.2,-42,4.153,5195.8,no
38,blue-collar,single,unknown,no,yes,no,39,no,-0.1,93.798,-40.4,4.968,5195.8,no
58,admin.,married,high.school,no,no,no,214,yes,1.4,93.444,-36.1,4.968,5228.1,no
49,admin.,married,university.degree,unknown,no,no,97,yes,1.4,93.918,-42.7,4.96,5228.1,no
45,housemaid,single,basic.9y,no,yes,no,113,no,1.4,94.465,-41.8,4.961,5228.1,no
42,management,married,high.school,unknown,no,no,179,yes,1.4,93.918,-42.7,4.961,5228.1,no
31,technician,married,high.school,no,yes,yes,232,no,-0.1,93.2,-42,4.076,5195.8,no
45,blue-collar,married,basic.9y,unknown,no,yes,145,yes,1.1,93.994,-36.4,4.859,5191,no
24,student,single,professional.course,no,no,no,180,yes,-3.4,92.649,-30.1,0.722,5017.5,no
37,services,divorced,high.school,no,yes,no,42,no,1.4,94.465,-41.8,4.961,5228.1,no
27,admin.,married,high.school,unknown,no,yes,318,yes,1.1,93.994,-36.4,4.856,5191,no
48,technician,married,professional.course,no,no,yes,266,no,1.4,93.918,-42.7,4.963,5228.1,no
46,admin.,married,high.school,no,yes,no,308,yes,-0.1,93.2,-42,4.076,5195.8,no
57,retired,married,basic.4y,unknown,yes,no,57,unknown,1.4,93.444,-36.1,4.964,5228.1,no
56,technician,married,basic.4y,no,yes,no,143,no,1.1,93.994,-36.4,4.857,5191,no
33,self-employed,single,professional.course,no,yes,no,85,yes,1.4,93.918,-42.7,4.962,5228.1,no
42,blue-collar,married,basic.9y,no,yes,yes,63,yes,-1.8,92.893,-46.2,1.344,5099.1,no
53,entrepreneur,married,basic.4y,unknown,yes,no,150,no,1.4,93.444,-36.1,4.963,5228.1,no
54,blue-collar,married,basic.9y,no,no,no,258,no,-2.9,92.963,-40.8,1.268,5076.2,yes
28,technician,single,high.school,no,yes,no,166,no,1.4,93.918,-42.7,4.961,5228.1,no
38,technician,married,high.school,no,no,no,100,no,1.4,93.444,-36.1,4.965,5228.1,no
45,technician,married,basic.9y,unknown,no,no,174,no,-0.1,93.2,-42,4.021,5195.8,no
30,technician,single,university.degree,no,no,no,327,yes,-1.1,94.199,-37.5,0.879,4963.6,yes
55,technician,married,professional.course,no,yes,no,182,yes,-3.4,92.431,-26.9,0.742,5017.5,no
45,technician,married,professional.course,no,no,no,158,no,1.4,93.918,-42.7,4.963,5228.1,no
25,admin.,single,high.school,no,yes,no,418,yes,1.4,93.918,-42.7,4.963,5228.1,no
54,management,married,high.school,no,no,no,725,yes,1.4,93.444,-36.1,4.963,5228.1,no
43,blue-collar,single,basic.4y,unknown,yes,no,181,no,1.1,93.994,-36.4,4.857,5191,no
28,technician,single,university.degree,no,yes,no,120,yes,-1.8,92.843,-50,1.811,5099.1,yes
33,blue-collar,married,basic.9y,no,yes,no,244,yes,-0.1,93.2,-42,4.12,5195.8,no
48,admin.,divorced,university.degree,no,no,no,94,no,1.4,94.465,-41.8,4.967,5228.1,no
36,technician,married,high.school,no,no,no,128,yes,1.4,94.465,-41.8,4.961,5228.1,no
38,services,single,high.school,no,no,no,256,yes,-1.1,94.199,-37.5,0.878,4963.6,yes
42,admin.,divorced,university.degree,no,yes,yes,153,yes,1.4,93.444,-36.1,4.963,5228.1,no
24,admin.,single,university.degree,no,yes,no,393,yes,-1.8,93.075,-47.1,1.405,5099.1,no
33,admin.,single,university.degree,no,yes,yes,44,yes,1.4,93.444,-36.1,4.962,5228.1,no
34,entrepreneur,married,basic.4y,no,no,no,75,yes,1.1,93.994,-36.4,4.859,5191,no
56,blue-collar,married,basic.4y,unknown,yes,no,400,yes,1.1,93.994,-36.4,4.855,5191,no
52,technician,married,university.degree,no,no,no,211,yes,-1.8,93.876,-40,0.677,5008.7,yes
29,admin.,married,high.school,no,yes,no,106,no,-1.8,92.893,-46.2,1.299,5099.1,no
54,technician,married,professional.course,no,no,no,796,no,1.4,93.918,-42.7,4.962,5228.1,no
43,blue-collar,married,basic.9y,no,no,no,246,no,1.4,94.465,-41.8,4.866,5228.1,no
60,retired,married,high.school,no,no,no,181,no,-1.8,93.876,-40,0.699,5008.7,yes
49,admin.,divorced,high.school,no,no,no,602,yes,1.4,93.918,-42.7,4.958,5228.1,no
51,admin.,divorced,university.degree,unknown,no,no,59,yes,1.4,93.444,-36.1,4.963,5228.1,no
34,admin.,married,university.degree,no,yes,no,351,yes,-1.8,92.893,-46.2,1.299,5099.1,no
32,admin.,married,basic.9y,no,no,no,77,yes,1.4,93.918,-42.7,4.962,5228.1,no
31,services,single,basic.9y,no,unknown,unknown,429,yes,-1.8,93.876,-40,0.695,5008.7,no
54,retired,divorced,university.degree,no,no,no,296,yes,-0.1,93.2,-42,4.021,5195.8,no
31,admin.,single,high.school,unknown,no,no,90,no,1.4,93.918,-42.7,4.962,5228.1,no
35,services,married,high.school,no,yes,no,104,no,-1.8,92.893,-46.2,1.313,5099.1,no
44,services,married,basic.9y,no,yes,no,109,no,1.1,93.994,-36.4,4.864,5191,no
63,retired,married,professional.course,no,no,no,83,yes,-3,92.713,-33,0.706,5023.5,no
28,technician,married,university.degree,no,yes,yes,175,yes,-1.8,92.893,-46.2,1.266,5099.1,no
56,management,married,basic.4y,unknown,yes,no,122,no,1.4,93.918,-42.7,4.961,5228.1,no
31,services,married,high.school,no,yes,no,32,yes,-1.8,92.893,-46.2,1.244,5099.1,no
33,management,married,university.degree,no,no,no,405,yes,1.1,93.994,-36.4,4.857,5191,no
25,admin.,single,university.degree,no,no,no,835,yes,1.4,93.918,-42.7,4.957,5228.1,no
44,admin.,divorced,university.degree,no,yes,yes,130,yes,-2.9,92.963,-40.8,1.262,5076.2,no
54,technician,married,university.degree,no,yes,no,252,unknown,1.4,93.444,-36.1,4.964,5228.1,no
32,housemaid,married,basic.6y,unknown,no,no,19,yes,1.4,94.465,-41.8,4.866,5228.1,no
54,housemaid,married,professional.course,no,yes,no,152,no,1.4,94.465,-41.8,4.961,5228.1,no
32,technician,married,professional.course,no,no,no,158,yes,-1.8,92.893,-46.2,1.313,5099.1,no
46,admin.,married,high.school,no,no,no,243,yes,-1.8,93.075,-47.1,1.365,5099.1,no
57,retired,divorced,professional.course,no,no,no,203,yes,1.4,94.465,-41.8,4.962,5228.1,no
30,technician,single,professional.course,no,no,no,214,yes,-0.1,93.2,-42,4.076,5195.8,no
54,management,married,university.degree,no,yes,no,281,yes,1.4,93.918,-42.7,4.962,5228.1,no
48,self-employed,married,university.degree,no,yes,no,141,yes,-0.1,93.2,-42,4.153,5195.8,no
28,services,married,high.school,no,no,no,171,yes,1.4,93.918,-42.7,4.962,5228.1,no
37,admin.,married,university.degree,no,yes,no,386,yes,-0.1,93.2,-42,4.191,5195.8,no
40,technician,married,basic.9y,no,no,no,319,no,-0.1,93.2,-42,4.12,5195.8,no
28,technician,married,university.degree,no,yes,no,402,no,-1.8,92.893,-46.2,1.327,5099.1,no
41,blue-collar,married,basic.9y,no,no,no,95,no,1.4,94.465,-41.8,4.865,5228.1,no
27,student,single,high.school,unknown,no,no,471,no,1.4,94.465,-41.8,4.967,5228.1,no
45,admin.,married,professional.course,no,no,no,49,yes,1.4,93.918,-42.7,4.962,5228.1,no
45,management,married,basic.9y,unknown,yes,no,305,yes,-1.8,92.893,-46.2,1.299,5099.1,no
43,blue-collar,married,basic.6y,no,yes,no,169,yes,1.4,94.465,-41.8,4.961,5228.1,no
35,housemaid,married,basic.4y,no,yes,no,87,yes,1.4,93.444,-36.1,4.965,5228.1,no
36,blue-collar,single,basic.4y,no,yes,no,279,yes,-1.8,92.893,-46.2,1.266,5099.1,no
47,blue-collar,married,basic.6y,unknown,yes,no,472,yes,-1.8,92.893,-46.2,1.299,5099.1,no
57,admin.,married,university.degree,no,no,yes,231,no,1.4,93.918,-42.7,4.962,5228.1,no
27,self-employed,married,university.degree,no,no,no,215,no,1.4,93.918,-42.7,4.963,5228.1,no
64,retired,married,unknown,no,no,no,252,no,-2.9,92.201,-31.4,0.849,5076.2,yes
29,management,single,university.degree,no,no,no,118,yes,1.1,93.994,-36.4,4.855,5191,no
45,management,married,university.degree,unknown,no,no,225,yes,1.4,93.918,-42.7,4.957,5228.1,no
26,blue-collar,single,high.school,unknown,no,no,314,no,-1.8,92.893,-46.2,1.299,5099.1,no
54,services,married,high.school,no,yes,no,184,yes,1.4,94.465,-41.8,4.864,5228.1,no
29,admin.,single,basic.9y,unknown,yes,no,83,yes,1.1,93.994,-36.4,4.858,5191,no
39,admin.,married,high.school,no,no,no,726,yes,1.1,93.994,-36.4,4.859,5191,no
46,blue-collar,married,basic.4y,unknown,no,yes,89,yes,1.4,94.465,-41.8,4.961,5228.1,no
44,technician,married,professional.course,unknown,no,yes,203,unknown,1.1,93.994,-36.4,4.855,5191,no
36,blue-collar,married,basic.9y,no,yes,no,320,no,-3.4,92.649,-30.1,0.715,5017.5,no
59,admin.,married,high.school,no,yes,no,1019,yes,-2.9,92.201,-31.4,0.884,5076.2,yes
56,technician,married,university.degree,no,no,yes,69,yes,1.4,94.465,-41.8,4.865,5228.1,no
33,unemployed,married,high.school,unknown,yes,no,590,no,1.4,93.918,-42.7,4.963,5228.1,no
51,technician,divorced,professional.course,no,no,yes,50,no,1.4,93.444,-36.1,4.966,5228.1,no
59,blue-collar,married,basic.4y,no,yes,no,258,yes,1.4,93.444,-36.1,4.963,5228.1,no
31,services,married,basic.9y,no,yes,no,537,yes,1.4,93.918,-42.7,4.962,5228.1,yes
46,technician,married,professional.course,unknown,no,no,235,no,1.4,93.444,-36.1,4.963,5228.1,no
21,blue-collar,married,basic.9y,no,no,yes,89,no,1.4,93.918,-42.7,4.963,5228.1,no
33,technician,single,professional.course,no,yes,no,90,yes,1.4,93.444,-36.1,4.967,5228.1,no
46,entrepreneur,single,university.degree,no,no,no,89,no,-1.8,93.075,-47.1,1.405,5099.1,no
24,blue-collar,single,unknown,no,no,no,39,no,1.4,93.918,-42.7,4.961,5228.1,no
35,technician,married,university.degree,no,no,yes,204,no,1.4,93.444,-36.1,4.966,5228.1,no
32,self-employed,single,university.degree,no,yes,no,205,yes,-3,92.713,-33,0.706,5023.5,yes
35,services,married,high.school,no,yes,no,36,yes,-1.8,93.075,-47.1,1.405,5099.1,no
32,self-employed,single,university.degree,no,yes,no,66,yes,-1.8,92.893,-46.2,1.299,5099.1,no
34,technician,married,professional.course,no,yes,no,157,yes,-1.1,94.199,-37.5,0.879,4963.6,no
47,blue-collar,married,basic.6y,unknown,yes,no,208,yes,-1.8,92.893,-46.2,1.299,5099.1,no
60,retired,divorced,high.school,no,no,no,99,no,-3.4,92.379,-29.8,0.768,5017.5,no
43,services,divorced,high.school,no,no,no,388,yes,1.4,93.918,-42.7,4.962,5228.1,no
58,technician,married,basic.4y,no,yes,no,88,no,-3.4,92.431,-26.9,0.74,5017.5,no
31,admin.,single,university.degree,no,yes,no,114,yes,-0.1,93.2,-42,4.076,5195.8,no
38,blue-collar,single,basic.4y,no,no,no,121,yes,-1.8,92.893,-46.2,1.266,5099.1,no
35,management,married,university.degree,no,no,no,304,yes,-1.8,92.893,-46.2,1.327,5099.1,no
34,services,married,basic.9y,unknown,yes,no,80,yes,1.4,93.918,-42.7,4.96,5228.1,no
31,admin.,single,high.school,no,no,no,75,yes,1.4,93.918,-42.7,4.962,5228.1,no
30,self-employed,married,professional.course,no,yes,no,329,no,-0.1,93.2,-42,4.076,5195.8,no
49,management,divorced,high.school,unknown,no,no,124,yes,1.1,93.994,-36.4,4.857,5191,no
41,services,married,high.school,no,yes,no,59,yes,1.1,93.994,-36.4,4.857,5191,no
53,blue-collar,married,basic.4y,no,yes,no,180,no,-0.1,93.2,-42,4.021,5195.8,no
45,housemaid,married,basic.4y,unknown,yes,no,83,no,1.1,93.994,-36.4,4.856,5191,no
58,retired,married,basic.4y,no,yes,no,159,yes,1.4,94.465,-41.8,4.864,5228.1,no
46,technician,married,basic.9y,unknown,no,no,81,no,1.1,93.994,-36.4,4.864,5191,no
56,services,divorced,high.school,unknown,yes,no,144,no,-1.8,93.075,-47.1,1.41,5099.1,no
28,self-employed,single,university.degree,no,yes,no,186,yes,-1.8,92.843,-50,1.64,5099.1,no
38,blue-collar,married,basic.9y,no,no,yes,159,no,-1.8,92.893,-46.2,1.299,5099.1,no
32,technician,single,professional.course,no,yes,no,97,no,-1.8,92.893,-46.2,1.334,5099.1,no
36,admin.,married,university.degree,no,no,no,174,no,-2.9,92.963,-40.8,1.266,5076.2,yes
27,blue-collar,married,basic.9y,no,yes,yes,152,yes,1.1,93.994,-36.4,4.857,5191,no
46,management,married,basic.9y,no,yes,no,996,yes,-0.1,93.2,-42,4.021,5195.8,no
40,admin.,married,university.degree,no,no,no,815,no,-1.8,93.075,-47.1,1.365,5099.1,yes
31,technician,married,professional.course,no,yes,no,208,yes,-1.7,94.055,-39.8,0.723,4991.6,yes
45,admin.,married,university.degree,no,yes,yes,300,no,-1.8,92.893,-46.2,1.25,5099.1,no
49,self-employed,married,high.school,no,no,no,532,yes,-1.8,92.893,-46.2,1.25,5099.1,yes
52,self-employed,married,university.degree,no,no,no,31,no,1.1,93.994,-36.4,4.857,5191,no
53,admin.,divorced,high.school,no,yes,no,70,yes,-2.9,92.963,-40.8,1.266,5076.2,no
26,services,single,high.school,no,unknown,unknown,588,yes,1.4,93.918,-42.7,4.963,5228.1,no
48,services,single,high.school,no,yes,no,267,no,-1.8,93.075,-47.1,1.405,5099.1,no
32,technician,married,professional.course,no,no,no,805,no,1.4,94.465,-41.8,4.866,5228.1,no
34,blue-collar,single,basic.9y,no,no,no,127,no,-0.1,93.2,-42,4.12,5195.8,no
35,technician,married,professional.course,no,no,no,159,no,1.4,94.465,-41.8,4.961,5228.1,no
38,student,single,university.degree,no,no,no,619,yes,1.1,93.994,-36.4,4.86,5191,no
53,technician,single,professional.course,no,yes,no,1468,yes,-0.1,93.2,-42,4.12,5195.8,yes
44,technician,divorced,professional.course,no,no,no,112,no,1.4,94.465,-41.8,4.958,5228.1,no
53,admin.,divorced,high.school,no,yes,no,159,yes,-2.9,92.201,-31.4,0.838,5076.2,no
39,management,single,basic.9y,no,yes,no,125,no,-0.1,93.2,-42,4.191,5195.8,no
38,entrepreneur,married,basic.9y,no,no,no,166,yes,-0.1,93.2,-42,4.076,5195.8,no
33,services,married,high.school,no,yes,no,274,yes,-1.7,94.055,-39.8,0.767,4991.6,yes
37,technician,married,high.school,unknown,yes,no,69,no,1.4,93.444,-36.1,4.966,5228.1,no
29,technician,single,university.degree,no,yes,yes,225,yes,1.4,93.444,-36.1,4.967,5228.1,no
33,unemployed,single,university.degree,no,no,no,126,no,1.4,93.444,-36.1,4.962,5228.1,no
33,admin.,single,university.degree,no,no,no,406,yes,-1.8,92.843,-50,1.614,5099.1,yes
28,admin.,single,university.degree,no,no,no,317,unknown,-3.4,92.431,-26.9,0.739,5017.5,no
26,blue-collar,single,high.school,no,no,yes,111,no,1.4,93.918,-42.7,4.963,5228.1,no
35,admin.,single,university.degree,no,no,no,131,yes,1.4,93.444,-36.1,4.965,5228.1,no
46,admin.,married,university.degree,no,yes,no,193,yes,1.4,94.465,-41.8,4.967,5228.1,no
43,services,married,high.school,unknown,yes,no,99,no,1.1,93.994,-36.4,4.864,5191,no
45,admin.,single,university.degree,no,no,no,582,no,-1.8,92.893,-46.2,1.259,5099.1,yes
50,technician,married,high.school,no,no,no,224,no,1.1,93.994,-36.4,4.856,5191,no
42,blue-collar,married,basic.4y,no,no,no,378,no,1.4,93.918,-42.7,4.96,5228.1,no
